,dimension_b,dimension_c,dimension_a,time,Var138281,Var143987,Var132816,Var139539,Var143988,Var143989,Var127195,Var-1,MeanCenter,Weights,Var0,SplitGroup0,SplitGroup138281,Var138281_original,Var0_original
8099,12773,24886,5077,144,1.0,0.0,60797.0,1.0,0.0,0.0,1.0985915493,1,0.910256410256,1.0,0,566379.0,566291.0,1.0,1
8101,12773,24886,5077,146,1.0,0.0,179594.0,3.0,0.0,0.0,4.39436619718,1,0.910256410256,4.0,0,566379.0,566291.0,1.0,1
8102,12773,24886,5077,147,1.0,0.0,165249.0,1.0,0.0,0.0,2.19718309859,1,0.910256410256,2.0,0,566379.0,566291.0,1.0,1
8103,12773,24886,5077,148,1.0,0.0,104467.0,3.0,0.0,0.0,7.69014084507,1,0.910256410256,7.0,0,566379.0,566291.0,1.0,1
8104,12773,24886,5077,149,1.0,0.0,111933.0,10.0,0.0,0.0,13.1830985915,1,0.910256410256,12.0,0,566379.0,566291.0,1.0,1
8105,12773,24886,5077,150,1.0,0.0,100093.0,9.0,0.0,0.0,13.1830985915,1,0.910256410256,12.0,0,566379.0,566291.0,1.0,1
8106,12773,24886,5077,151,1.0,0.0,99870.0,4.0,0.0,0.0,28.5633802817,1,0.910256410256,26.0,0,566379.0,566291.0,1.0,1
8107,12773,24886,5077,152,1.0,0.0,127738.0,6.0,0.0,0.0,17.5774647887,1,0.910256410256,16.0,0,566379.0,566291.0,1.0,1
8108,12773,24886,5077,153,1.0,0.0,128732.0,4.0,0.0,0.0,9.88732394366,1,0.910256410256,9.0,0,566379.0,566291.0,1.0,1
8109,12773,24886,5077,154,1.0,0.0,123428.0,7.0,0.0,0.0,18.676056338,1,0.910256410256,17.0,0,566379.0,566291.0,1.0,1
8110,12773,24886,5077,155,1.0,0.0,80686.0,6.0,0.0,0.0,30.7605633803,1,0.910256410256,28.0,0,566379.0,566291.0,1.0,1
8111,12773,24886,5077,156,1.0,0.0,0.0,-1.0,0.0,0.0,7.69014084507,1,0.910256410256,7.0,0,566379.0,566291.0,1.0,1
8255,12773,24887,5077,144,1.0,0.0,61590.0,2.0,0.0,0.0,1.87951807229,1,1.0641025641,2.0,0,566379.0,566238.0,1.0,1
8256,12773,24887,5077,145,1.0,0.0,140898.0,1.0,0.0,0.0,0.939759036145,1,1.0641025641,1.0,0,566379.0,566238.0,1.0,1
8257,12773,24887,5077,146,1.0,0.0,193538.0,2.0,0.0,0.0,1.87951807229,1,1.0641025641,2.0,0,566379.0,566238.0,1.0,1
8258,12773,24887,5077,147,1.0,0.0,176456.0,3.0,0.0,0.0,4.69879518072,1,1.0641025641,5.0,0,566379.0,566238.0,1.0,1
8259,12773,24887,5077,148,1.0,0.0,114181.0,5.0,0.0,0.0,6.57831325301,1,1.0641025641,7.0,0,566379.0,566238.0,1.0,1
8260,12773,24887,5077,149,1.0,0.0,112938.0,9.0,0.0,0.0,8.4578313253,1,1.0641025641,9.0,0,566379.0,566238.0,1.0,1
8261,12773,24887,5077,150,1.0,0.0,104275.0,17.0,0.0,0.0,16.9156626506,1,1.0641025641,18.0,0,566379.0,566238.0,1.0,1
8262,12773,24887,5077,151,1.0,0.0,102697.0,11.0,0.0,0.0,26.313253012,1,1.0641025641,28.0,0,566379.0,566238.0,1.0,1
8263,12773,24887,5077,152,1.0,0.0,129586.0,4.0,0.0,0.0,7.51807228916,1,1.0641025641,8.0,0,566379.0,566238.0,1.0,1
8264,12773,24887,5077,153,1.0,0.0,123112.0,8.0,0.0,0.0,16.9156626506,1,1.0641025641,18.0,0,566379.0,566238.0,1.0,1
8265,12773,24887,5077,154,1.0,0.0,114455.0,6.0,0.0,0.0,15.0361445783,1,1.0641025641,16.0,0,566379.0,566238.0,1.0,1
8266,12773,24887,5077,155,1.0,0.0,76433.0,13.0,0.0,0.0,33.8313253012,1,1.0641025641,36.0,0,566379.0,566238.0,1.0,1
8267,12773,24887,5077,156,1.0,0.0,0.0,2.0,0.0,0.0,15.0361445783,1,1.0641025641,16.0,0,566379.0,566238.0,1.0,1
8414,12773,24888,5077,147,1.0,0.0,158427.0,0.0,0.0,0.0,3.0,1,0.666666666667,2.0,0,566379.0,566267.0,1.0,1
8415,12773,24888,5077,148,1.0,0.0,109728.0,1.0,0.0,0.0,4.5,1,0.666666666667,3.0,0,566379.0,566267.0,1.0,1
8416,12773,24888,5077,149,1.0,0.0,116866.0,5.0,0.0,0.0,7.5,1,0.666666666667,5.0,0,566379.0,566267.0,1.0,1
8417,12773,24888,5077,150,1.0,0.0,110122.0,8.0,0.0,0.0,15.0,1,0.666666666667,10.0,0,566379.0,566267.0,1.0,1
8418,12773,24888,5077,151,1.0,0.0,110101.0,5.0,0.0,0.0,24.0,1,0.666666666667,16.0,0,566379.0,566267.0,1.0,1
8419,12773,24888,5077,152,1.0,0.0,130794.0,6.0,0.0,0.0,25.5,1,0.666666666667,17.0,0,566379.0,566267.0,1.0,1
8420,12773,24888,5077,153,1.0,0.0,129019.0,3.0,0.0,0.0,15.0,1,0.666666666667,10.0,0,566379.0,566267.0,1.0,1
8421,12773,24888,5077,154,1.0,0.0,122597.0,4.0,0.0,0.0,21.0,1,0.666666666667,14.0,0,566379.0,566267.0,1.0,1
8422,12773,24888,5077,155,1.0,0.0,87954.0,4.0,0.0,0.0,34.5,1,0.666666666667,23.0,0,566379.0,566267.0,1.0,1
8423,12773,24888,5077,156,1.0,0.0,0.0,2.0,0.0,0.0,6.0,1,0.666666666667,4.0,0,566379.0,566267.0,1.0,1
8566,12773,24889,5077,143,1.0,0.0,0.0,1.0,0.0,0.0,1.17293233083,1,0.852564102564,1.0,0,566379.0,566310.0,1.0,1
8569,12773,24889,5077,146,1.0,0.0,141573.0,0.0,0.0,0.0,2.34586466165,1,0.852564102564,2.0,0,566379.0,566310.0,1.0,1
8570,12773,24889,5077,147,1.0,0.0,126573.0,0.0,0.0,0.0,1.17293233083,1,0.852564102564,1.0,0,566379.0,566310.0,1.0,1
8571,12773,24889,5077,148,1.0,0.0,87471.0,8.0,0.0,0.0,16.4210526316,1,0.852564102564,14.0,0,566379.0,566310.0,1.0,1
8572,12773,24889,5077,149,1.0,0.0,86232.0,13.0,0.0,0.0,15.2481203008,1,0.852564102564,13.0,0,566379.0,566310.0,1.0,1
8573,12773,24889,5077,150,1.0,0.0,76687.0,1.0,0.0,0.0,3.51879699248,1,0.852564102564,3.0,0,566379.0,566310.0,1.0,1
8574,12773,24889,5077,151,1.0,0.0,75961.0,3.0,0.0,0.0,17.5939849624,1,0.852564102564,15.0,0,566379.0,566310.0,1.0,1
8575,12773,24889,5077,152,1.0,0.0,95386.0,5.0,0.0,0.0,17.5939849624,1,0.852564102564,15.0,0,566379.0,566310.0,1.0,1
8576,12773,24889,5077,153,1.0,0.0,95141.0,2.0,0.0,0.0,14.0751879699,1,0.852564102564,12.0,0,566379.0,566310.0,1.0,1
8577,12773,24889,5077,154,1.0,0.0,91031.0,7.0,0.0,0.0,24.6315789474,1,0.852564102564,21.0,0,566379.0,566310.0,1.0,1
8578,12773,24889,5077,155,1.0,0.0,57946.0,4.0,0.0,0.0,24.6315789474,1,0.852564102564,21.0,0,566379.0,566310.0,1.0,1
8579,12773,24889,5077,156,1.0,0.0,0.0,3.0,0.0,0.0,17.5939849624,1,0.852564102564,15.0,0,566379.0,566310.0,1.0,1
8722,12773,24890,5077,143,1.0,0.0,2.0,1.0,0.0,0.0,1.90243902439,1,0.525641025641,1.0,0,566379.0,566177.0,1.0,1
8727,12773,24890,5077,148,1.0,0.0,138122.0,1.0,0.0,0.0,9.51219512195,1,0.525641025641,5.0,0,566379.0,566177.0,1.0,1
8728,12773,24890,5077,149,1.0,0.0,142719.0,3.0,0.0,0.0,5.70731707317,1,0.525641025641,3.0,0,566379.0,566177.0,1.0,1
8729,12773,24890,5077,150,1.0,0.0,133607.0,1.0,0.0,0.0,1.90243902439,1,0.525641025641,1.0,0,566379.0,566177.0,1.0,1
8730,12773,24890,5077,151,1.0,0.0,144031.0,2.0,0.0,0.0,9.51219512195,1,0.525641025641,5.0,0,566379.0,566177.0,1.0,1
8731,12773,24890,5077,152,1.0,0.0,170177.0,7.0,0.0,0.0,24.7317073171,1,0.525641025641,13.0,0,566379.0,566177.0,1.0,1
8732,12773,24890,5077,153,1.0,0.0,173639.0,5.0,0.0,0.0,20.9268292683,1,0.525641025641,11.0,0,566379.0,566177.0,1.0,1
8733,12773,24890,5077,154,1.0,0.0,161064.0,6.0,0.0,0.0,34.243902439,1,0.525641025641,18.0,0,566379.0,566177.0,1.0,1
8734,12773,24890,5077,155,1.0,0.0,107185.0,7.0,0.0,0.0,28.5365853659,1,0.525641025641,15.0,0,566379.0,566177.0,1.0,1
8735,12773,24890,5077,156,1.0,0.0,0.0,3.0,0.0,0.0,19.0243902439,1,0.525641025641,10.0,0,566379.0,566177.0,1.0,1
8878,12773,24891,5077,143,1.0,0.0,0.0,2.0,0.0,0.0,3.05882352941,1,0.653846153846,2.0,0,566379.0,566264.0,1.0,1
8880,12773,24891,5077,145,1.0,0.0,103490.0,1.0,0.0,0.0,1.52941176471,1,0.653846153846,1.0,0,566379.0,566264.0,1.0,1
8882,12773,24891,5077,147,1.0,0.0,148879.0,2.0,0.0,0.0,4.58823529412,1,0.653846153846,3.0,0,566379.0,566264.0,1.0,1
8883,12773,24891,5077,148,1.0,0.0,104891.0,0.0,0.0,0.0,3.05882352941,1,0.653846153846,2.0,0,566379.0,566264.0,1.0,1
8884,12773,24891,5077,149,1.0,0.0,110034.0,5.0,0.0,0.0,6.11764705882,1,0.653846153846,4.0,0,566379.0,566264.0,1.0,1
8885,12773,24891,5077,150,1.0,0.0,102578.0,4.0,0.0,0.0,4.58823529412,1,0.653846153846,3.0,0,566379.0,566264.0,1.0,1
8886,12773,24891,5077,151,1.0,0.0,100177.0,3.0,0.0,0.0,29.0588235294,1,0.653846153846,19.0,0,566379.0,566264.0,1.0,1
8887,12773,24891,5077,152,1.0,0.0,120351.0,0.0,0.0,0.0,12.2352941176,1,0.653846153846,8.0,0,566379.0,566264.0,1.0,1
8888,12773,24891,5077,153,1.0,0.0,119469.0,4.0,0.0,0.0,13.7647058824,1,0.653846153846,9.0,0,566379.0,566264.0,1.0,1
8889,12773,24891,5077,154,1.0,0.0,115666.0,2.0,0.0,0.0,16.8235294118,1,0.653846153846,11.0,0,566379.0,566264.0,1.0,1
8890,12773,24891,5077,155,1.0,0.0,83768.0,13.0,0.0,0.0,50.4705882353,1,0.653846153846,33.0,0,566379.0,566264.0,1.0,1
8891,12773,24891,5077,156,1.0,0.0,0.0,1.0,0.0,0.0,10.7058823529,1,0.653846153846,7.0,0,566379.0,566264.0,1.0,1
9034,12773,24892,5077,143,1.0,0.0,0.0,1.0,0.0,0.0,1.57575757576,1,0.634615384615,1.0,0,566379.0,566247.0,1.0,1
9036,12773,24892,5077,145,1.0,0.0,221467.0,1.0,0.0,0.0,1.57575757576,1,0.634615384615,1.0,0,566379.0,566247.0,1.0,1
9038,12773,24892,5077,147,1.0,0.0,283572.0,0.0,0.0,0.0,3.15151515152,1,0.634615384615,2.0,0,566379.0,566247.0,1.0,1
9039,12773,24892,5077,148,1.0,0.0,192868.0,3.0,0.0,0.0,7.87878787879,1,0.634615384615,5.0,0,566379.0,566247.0,1.0,1
9040,12773,24892,5077,149,1.0,0.0,197929.0,2.0,0.0,0.0,3.15151515152,1,0.634615384615,2.0,0,566379.0,566247.0,1.0,1
9041,12773,24892,5077,150,1.0,0.0,181354.0,8.0,0.0,0.0,12.6060606061,1,0.634615384615,8.0,0,566379.0,566247.0,1.0,1
9042,12773,24892,5077,151,1.0,0.0,181006.0,3.0,0.0,0.0,17.3333333333,1,0.634615384615,11.0,0,566379.0,566247.0,1.0,1
9043,12773,24892,5077,152,1.0,0.0,222959.0,3.0,0.0,0.0,18.9090909091,1,0.634615384615,12.0,0,566379.0,566247.0,1.0,1
9044,12773,24892,5077,153,1.0,0.0,217119.0,4.0,0.0,0.0,20.4848484848,1,0.634615384615,13.0,0,566379.0,566247.0,1.0,1
9045,12773,24892,5077,154,1.0,0.0,205553.0,4.0,0.0,0.0,15.7575757576,1,0.634615384615,10.0,0,566379.0,566247.0,1.0,1
9046,12773,24892,5077,155,1.0,0.0,138507.0,13.0,0.0,0.0,37.8181818182,1,0.634615384615,24.0,0,566379.0,566247.0,1.0,1
9047,12773,24892,5077,156,1.0,0.0,0.0,5.0,0.0,0.0,15.7575757576,1,0.634615384615,10.0,0,566379.0,566247.0,1.0,1
9192,12773,24893,5077,145,1.0,0.0,69031.0,1.0,0.0,0.0,4.45714285714,1,0.224358974359,1.0,0,566379.0,566354.0,1.0,1
9193,12773,24893,5077,146,1.0,0.0,100627.0,1.0,0.0,0.0,4.45714285714,1,0.224358974359,1.0,0,566379.0,566354.0,1.0,1
9196,12773,24893,5077,149,1.0,0.0,68202.0,3.0,0.0,0.0,13.3714285714,1,0.224358974359,3.0,0,566379.0,566354.0,1.0,1
9197,12773,24893,5077,150,1.0,0.0,62711.0,7.0,0.0,0.0,31.2,1,0.224358974359,7.0,0,566379.0,566354.0,1.0,1
9198,12773,24893,5077,151,1.0,0.0,64158.0,0.0,0.0,0.0,8.91428571429,1,0.224358974359,2.0,0,566379.0,566354.0,1.0,1
9199,12773,24893,5077,152,1.0,0.0,76532.0,4.0,0.0,0.0,22.2857142857,1,0.224358974359,5.0,0,566379.0,566354.0,1.0,1
9200,12773,24893,5077,153,1.0,0.0,79285.0,1.0,0.0,0.0,13.3714285714,1,0.224358974359,3.0,0,566379.0,566354.0,1.0,1
9201,12773,24893,5077,154,1.0,0.0,73123.0,2.0,0.0,0.0,13.3714285714,1,0.224358974359,3.0,0,566379.0,566354.0,1.0,1
9202,12773,24893,5077,155,1.0,0.0,49546.0,6.0,0.0,0.0,40.1142857143,1,0.224358974359,9.0,0,566379.0,566354.0,1.0,1
9203,12773,24893,5077,156,1.0,0.0,0.0,1.0,0.0,0.0,4.45714285714,1,0.224358974359,1.0,0,566379.0,566354.0,1.0,1
9349,12773,24894,5077,146,1.0,0.0,206242.0,1.0,0.0,0.0,3.46666666667,1,0.288461538462,1.0,0,566379.0,566279.0,1.0,1
9350,12773,24894,5077,147,1.0,0.0,188612.0,3.0,0.0,0.0,10.4,1,0.288461538462,3.0,0,566379.0,566279.0,1.0,1
9351,12773,24894,5077,148,1.0,0.0,117565.0,0.0,0.0,0.0,6.93333333333,1,0.288461538462,2.0,0,566379.0,566279.0,1.0,1
9352,12773,24894,5077,149,1.0,0.0,122977.0,4.0,0.0,0.0,13.8666666667,1,0.288461538462,4.0,0,566379.0,566279.0,1.0,1
9353,12773,24894,5077,150,1.0,0.0,110907.0,3.0,0.0,0.0,10.4,1,0.288461538462,3.0,0,566379.0,566279.0,1.0,1
9354,12773,24894,5077,151,1.0,0.0,113212.0,6.0,0.0,0.0,24.2666666667,1,0.288461538462,7.0,0,566379.0,566279.0,1.0,1
9355,12773,24894,5077,152,1.0,0.0,141488.0,6.0,0.0,0.0,24.2666666667,1,0.288461538462,7.0,0,566379.0,566279.0,1.0,1
9356,12773,24894,5077,153,1.0,0.0,135709.0,3.0,0.0,0.0,17.3333333333,1,0.288461538462,5.0,0,566379.0,566279.0,1.0,1
9357,12773,24894,5077,154,1.0,0.0,129370.0,6.0,0.0,0.0,27.7333333333,1,0.288461538462,8.0,0,566379.0,566279.0,1.0,1
9358,12773,24894,5077,155,1.0,0.0,83821.0,3.0,0.0,0.0,17.3333333333,1,0.288461538462,5.0,0,566379.0,566279.0,1.0,1
9510,12773,24895,5077,151,1.0,0.0,37490.0,1.0,0.0,0.0,44.5714285714,1,0.0897435897436,4.0,0,566379.0,566158.0,1.0,1
9511,12773,24895,5077,152,1.0,0.0,43566.0,1.0,0.0,0.0,22.2857142857,1,0.0897435897436,2.0,0,566379.0,566158.0,1.0,1
9512,12773,24895,5077,153,1.0,0.0,43694.0,0.0,0.0,0.0,11.1428571429,1,0.0897435897436,1.0,0,566379.0,566158.0,1.0,1
9513,12773,24895,5077,154,1.0,0.0,41055.0,2.0,0.0,0.0,22.2857142857,1,0.0897435897436,2.0,0,566379.0,566158.0,1.0,1
9514,12773,24895,5077,155,1.0,0.0,29568.0,1.0,0.0,0.0,44.5714285714,1,0.0897435897436,4.0,0,566379.0,566158.0,1.0,1
9515,12773,24895,5077,156,1.0,0.0,0.0,1.0,0.0,0.0,11.1428571429,1,0.0897435897436,1.0,0,566379.0,566158.0,1.0,1
9663,12773,24896,5077,148,1.0,0.0,51232.0,1.0,0.0,0.0,4.41509433962,1,0.679487179487,3.0,0,566379.0,566347.0,1.0,1
9664,12773,24896,5077,149,1.0,0.0,52615.0,5.0,0.0,0.0,10.3018867925,1,0.679487179487,7.0,0,566379.0,566347.0,1.0,1
9665,12773,24896,5077,150,1.0,0.0,49499.0,6.0,0.0,0.0,10.3018867925,1,0.679487179487,7.0,0,566379.0,566347.0,1.0,1
9666,12773,24896,5077,151,1.0,0.0,48372.0,6.0,0.0,0.0,23.5471698113,1,0.679487179487,16.0,0,566379.0,566347.0,1.0,1
9667,12773,24896,5077,152,1.0,0.0,58653.0,10.0,0.0,0.0,25.0188679245,1,0.679487179487,17.0,0,566379.0,566347.0,1.0,1
9668,12773,24896,5077,153,1.0,0.0,58216.0,5.0,0.0,0.0,19.1320754717,1,0.679487179487,13.0,0,566379.0,566347.0,1.0,1
9669,12773,24896,5077,154,1.0,0.0,54902.0,4.0,0.0,0.0,16.1886792453,1,0.679487179487,11.0,0,566379.0,566347.0,1.0,1
9670,12773,24896,5077,155,1.0,0.0,37887.0,7.0,0.0,0.0,32.3773584906,1,0.679487179487,22.0,0,566379.0,566347.0,1.0,1
9671,12773,24896,5077,156,1.0,0.0,0.0,-1.0,0.0,0.0,14.7169811321,1,0.679487179487,10.0,0,566379.0,566347.0,1.0,1
9814,12773,24897,5077,143,1.0,0.0,0.0,1.0,0.0,0.0,1.75280898876,1,0.570512820513,1.0,0,566379.0,566172.0,1.0,1
9817,12773,24897,5077,146,1.0,0.0,51638.0,2.0,0.0,0.0,3.50561797753,1,0.570512820513,2.0,0,566379.0,566172.0,1.0,1
9818,12773,24897,5077,147,1.0,0.0,47961.0,1.0,0.0,0.0,5.25842696629,1,0.570512820513,3.0,0,566379.0,566172.0,1.0,1
9820,12773,24897,5077,149,1.0,0.0,35528.0,3.0,0.0,0.0,8.76404494382,1,0.570512820513,5.0,0,566379.0,566172.0,1.0,1
9821,12773,24897,5077,150,1.0,0.0,32648.0,7.0,0.0,0.0,12.2696629213,1,0.570512820513,7.0,0,566379.0,566172.0,1.0,1
9822,12773,24897,5077,151,1.0,0.0,32957.0,2.0,0.0,0.0,26.2921348315,1,0.570512820513,15.0,0,566379.0,566172.0,1.0,1
9823,12773,24897,5077,152,1.0,0.0,38391.0,3.0,0.0,0.0,14.0224719101,1,0.570512820513,8.0,0,566379.0,566172.0,1.0,1
9824,12773,24897,5077,153,1.0,0.0,41478.0,2.0,0.0,0.0,24.5393258427,1,0.570512820513,14.0,0,566379.0,566172.0,1.0,1
9825,12773,24897,5077,154,1.0,0.0,36914.0,3.0,0.0,0.0,12.2696629213,1,0.570512820513,7.0,0,566379.0,566172.0,1.0,1
9826,12773,24897,5077,155,1.0,0.0,25982.0,7.0,0.0,0.0,26.2921348315,1,0.570512820513,15.0,0,566379.0,566172.0,1.0,1
9827,12773,24897,5077,156,1.0,0.0,0.0,1.0,0.0,0.0,21.0337078652,1,0.570512820513,12.0,0,566379.0,566172.0,1.0,1
9974,12773,24898,5077,147,1.0,0.0,40299.0,1.0,0.0,0.0,5.37931034483,1,0.185897435897,1.0,0,566379.0,566281.0,1.0,1
9975,12773,24898,5077,148,1.0,0.0,27132.0,2.0,0.0,0.0,10.7586206897,1,0.185897435897,2.0,0,566379.0,566281.0,1.0,1
9978,12773,24898,5077,151,1.0,0.0,22634.0,1.0,0.0,0.0,48.4137931034,1,0.185897435897,9.0,0,566379.0,566281.0,1.0,1
9979,12773,24898,5077,152,1.0,0.0,29117.0,1.0,0.0,0.0,26.8965517241,1,0.185897435897,5.0,0,566379.0,566281.0,1.0,1
9980,12773,24898,5077,153,1.0,0.0,27336.0,1.0,0.0,0.0,21.5172413793,1,0.185897435897,4.0,0,566379.0,566281.0,1.0,1
9982,12773,24898,5077,155,1.0,0.0,17896.0,4.0,0.0,0.0,37.6551724138,1,0.185897435897,7.0,0,566379.0,566281.0,1.0,1
9983,12773,24898,5077,156,1.0,0.0,0.0,0.0,0.0,0.0,5.37931034483,1,0.185897435897,1.0,0,566379.0,566281.0,1.0,1
10127,12773,24899,5077,144,1.0,0.0,266941.0,1.0,0.0,0.0,1.73333333333,1,0.576923076923,1.0,0,566379.0,566194.0,1.0,1
10128,12773,24899,5077,145,1.0,0.0,644526.0,1.0,0.0,0.0,1.73333333333,1,0.576923076923,1.0,0,566379.0,566194.0,1.0,1
10129,12773,24899,5077,146,1.0,0.0,858272.0,2.0,0.0,0.0,3.46666666667,1,0.576923076923,2.0,0,566379.0,566194.0,1.0,1
10130,12773,24899,5077,147,1.0,0.0,797186.0,4.0,0.0,0.0,6.93333333333,1,0.576923076923,4.0,0,566379.0,566194.0,1.0,1
10131,12773,24899,5077,148,1.0,0.0,512583.0,3.0,0.0,0.0,5.2,1,0.576923076923,3.0,0,566379.0,566194.0,1.0,1
10132,12773,24899,5077,149,1.0,0.0,510617.0,5.0,0.0,0.0,12.1333333333,1,0.576923076923,7.0,0,566379.0,566194.0,1.0,1
10133,12773,24899,5077,150,1.0,0.0,464530.0,5.0,0.0,0.0,8.66666666667,1,0.576923076923,5.0,0,566379.0,566194.0,1.0,1
10134,12773,24899,5077,151,1.0,0.0,473537.0,8.0,0.0,0.0,19.0666666667,1,0.576923076923,11.0,0,566379.0,566194.0,1.0,1
10135,12773,24899,5077,152,1.0,0.0,603983.0,7.0,0.0,0.0,12.1333333333,1,0.576923076923,7.0,0,566379.0,566194.0,1.0,1
10136,12773,24899,5077,153,1.0,0.0,602160.0,7.0,0.0,0.0,17.3333333333,1,0.576923076923,10.0,0,566379.0,566194.0,1.0,1
10137,12773,24899,5077,154,1.0,0.0,557030.0,7.0,0.0,0.0,22.5333333333,1,0.576923076923,13.0,0,566379.0,566194.0,1.0,1
10138,12773,24899,5077,155,1.0,0.0,336799.0,18.0,0.0,0.0,34.6666666667,1,0.576923076923,20.0,0,566379.0,566194.0,1.0,1
10139,12773,24899,5077,156,1.0,0.0,0.0,5.0,0.0,0.0,10.4,1,0.576923076923,6.0,0,566379.0,566194.0,1.0,1
10284,12773,24900,5077,145,1.0,0.0,97851.0,2.0,0.0,0.0,2.6218487395,1,0.762820512821,2.0,0,566379.0,566256.0,1.0,1
10285,12773,24900,5077,146,1.0,0.0,139046.0,1.0,0.0,0.0,1.31092436975,1,0.762820512821,1.0,0,566379.0,566256.0,1.0,1
10286,12773,24900,5077,147,1.0,0.0,128821.0,3.0,0.0,0.0,3.93277310924,1,0.762820512821,3.0,0,566379.0,566256.0,1.0,1
10287,12773,24900,5077,148,1.0,0.0,88035.0,1.0,0.0,0.0,6.55462184874,1,0.762820512821,5.0,0,566379.0,566256.0,1.0,1
10288,12773,24900,5077,149,1.0,0.0,90559.0,4.0,0.0,0.0,9.17647058824,1,0.762820512821,7.0,0,566379.0,566256.0,1.0,1
10289,12773,24900,5077,150,1.0,0.0,85068.0,12.0,0.0,0.0,15.731092437,1,0.762820512821,12.0,0,566379.0,566256.0,1.0,1
10290,12773,24900,5077,151,1.0,0.0,84806.0,9.0,0.0,0.0,20.974789916,1,0.762820512821,16.0,0,566379.0,566256.0,1.0,1
10291,12773,24900,5077,152,1.0,0.0,104361.0,11.0,0.0,0.0,20.974789916,1,0.762820512821,16.0,0,566379.0,566256.0,1.0,1
10292,12773,24900,5077,153,1.0,0.0,102127.0,4.0,0.0,0.0,13.1092436975,1,0.762820512821,10.0,0,566379.0,566256.0,1.0,1
10293,12773,24900,5077,154,1.0,0.0,97401.0,6.0,0.0,0.0,15.731092437,1,0.762820512821,12.0,0,566379.0,566256.0,1.0,1
10294,12773,24900,5077,155,1.0,0.0,66517.0,10.0,0.0,0.0,34.0840336134,1,0.762820512821,26.0,0,566379.0,566256.0,1.0,1
10295,12773,24900,5077,156,1.0,0.0,0.0,1.0,0.0,0.0,11.7983193277,1,0.762820512821,9.0,0,566379.0,566256.0,1.0,1
10440,12773,24901,5077,145,1.0,0.0,76107.0,1.0,0.0,0.0,3.12,1,0.320512820513,1.0,0,566379.0,566336.0,1.0,1
10441,12773,24901,5077,146,1.0,0.0,113111.0,3.0,0.0,0.0,9.36,1,0.320512820513,3.0,0,566379.0,566336.0,1.0,1
10442,12773,24901,5077,147,1.0,0.0,103369.0,1.0,0.0,0.0,9.36,1,0.320512820513,3.0,0,566379.0,566336.0,1.0,1
10443,12773,24901,5077,148,1.0,0.0,69997.0,1.0,0.0,0.0,6.24,1,0.320512820513,2.0,0,566379.0,566336.0,1.0,1
10444,12773,24901,5077,149,1.0,0.0,72826.0,1.0,0.0,0.0,6.24,1,0.320512820513,2.0,0,566379.0,566336.0,1.0,1
10445,12773,24901,5077,150,1.0,0.0,66968.0,1.0,0.0,0.0,12.48,1,0.320512820513,4.0,0,566379.0,566336.0,1.0,1
10446,12773,24901,5077,151,1.0,0.0,65180.0,4.0,0.0,0.0,18.72,1,0.320512820513,6.0,0,566379.0,566336.0,1.0,1
10447,12773,24901,5077,152,1.0,0.0,80385.0,2.0,0.0,0.0,12.48,1,0.320512820513,4.0,0,566379.0,566336.0,1.0,1
10448,12773,24901,5077,153,1.0,0.0,77204.0,4.0,0.0,0.0,18.72,1,0.320512820513,6.0,0,566379.0,566336.0,1.0,1
10449,12773,24901,5077,154,1.0,0.0,75845.0,1.0,0.0,0.0,9.36,1,0.320512820513,3.0,0,566379.0,566336.0,1.0,1
10450,12773,24901,5077,155,1.0,0.0,52829.0,7.0,0.0,0.0,34.32,1,0.320512820513,11.0,0,566379.0,566336.0,1.0,1
10451,12773,24901,5077,156,1.0,0.0,0.0,3.0,0.0,0.0,15.6,1,0.320512820513,5.0,0,566379.0,566336.0,1.0,1
10594,12773,24902,5077,143,1.0,0.0,0.0,1.0,0.0,0.0,2.47619047619,1,0.403846153846,1.0,0,566379.0,566208.0,1.0,1
10597,12773,24902,5077,146,1.0,0.0,133288.0,0.0,0.0,0.0,2.47619047619,1,0.403846153846,1.0,0,566379.0,566208.0,1.0,1
10598,12773,24902,5077,147,1.0,0.0,124744.0,1.0,0.0,0.0,2.47619047619,1,0.403846153846,1.0,0,566379.0,566208.0,1.0,1
10600,12773,24902,5077,149,1.0,0.0,84695.0,3.0,0.0,0.0,12.380952381,1,0.403846153846,5.0,0,566379.0,566208.0,1.0,1
10601,12773,24902,5077,150,1.0,0.0,76597.0,4.0,0.0,0.0,12.380952381,1,0.403846153846,5.0,0,566379.0,566208.0,1.0,1
10602,12773,24902,5077,151,1.0,0.0,74942.0,4.0,0.0,0.0,19.8095238095,1,0.403846153846,8.0,0,566379.0,566208.0,1.0,1
10603,12773,24902,5077,152,1.0,0.0,93118.0,1.0,0.0,0.0,17.3333333333,1,0.403846153846,7.0,0,566379.0,566208.0,1.0,1
10604,12773,24902,5077,153,1.0,0.0,90943.0,2.0,0.0,0.0,14.8571428571,1,0.403846153846,6.0,0,566379.0,566208.0,1.0,1
10605,12773,24902,5077,154,1.0,0.0,85980.0,4.0,0.0,0.0,27.2380952381,1,0.403846153846,11.0,0,566379.0,566208.0,1.0,1
10606,12773,24902,5077,155,1.0,0.0,59197.0,4.0,0.0,0.0,37.1428571429,1,0.403846153846,15.0,0,566379.0,566208.0,1.0,1
